Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Qty,SEO Title,SEO Description
biofungus-tricho-wg,BioFungus Tricho WG,"<p>BioFungus Tricho WG is a professionally formulated Trichoderma harzianum WG grade agriculture input designed for Indian field, vegetable, and plantation production systems. This bio pesticides supports specialized Trichoderma harzianum field program while helping improve root growth, enhance flowering, and increase yield under monsoon stress. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>professional grade</li><li>field proven</li><li>dealer ready</li><li>clear dosage</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, soil application, drip irrigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water or 2–4 kg/acre soil</p>",Morbeez,Bio Pesticides,"BioFungus Tricho WG, Trichoderma harzianum WG grade, agriculture input, Morbeez",TRUE,Size,500 g,biofungus-tricho-wg-500g,243,100,BioFungus Tricho WG,"BioFungus Tricho WG is a professionally formulated Trichoderma harzianum WG grade agriculture input designed for Indian field, vegetable, and plantation production systems. This bio pesticides supports specialized Trichoderma harzianum field program while helping improve root growth, enhance flowering, and increase yie"
biofungus-tricho-wg,,,,,,,Size,1 kg,biofungus-tricho-wg-1kg,419,100,,
biofungus-tricho-wg,,,,,,,Size,5 kg,biofungus-tricho-wg-5kg,1738,100,,
biofungus-tricho-wg,,,,,,,Size,10 kg,biofungus-tricho-wg-10kg,3246,100,,
biofungus-tricho-wg,,,,,,,Size,25 kg,biofungus-tricho-wg-25kg,7205,100,,
biofungus-tricho-sl,BioFungus Tricho SL,"<p>BioFungus Tricho SL is a professionally formulated Trichoderma harzianum SL grade agriculture input designed for Indian field, vegetable, and plantation production systems. This bio pesticides supports specialized Trichoderma harzianum field program while helping improve root growth, enhance flowering, and increase yield under drought. Suitable for drip and foliar application, it improves nutrient uptake, supports crop vigor, and integrates with biofertilizer programs when tank-mix compatibility is confirmed. Farmers use BioFungus Tricho SL in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>professional grade</li><li>field proven</li><li>dealer ready</li><li>clear dosage</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, soil application, drip irrigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water or 2–4 kg/acre soil</p>",Morbeez,Bio Pesticides,"BioFungus Tricho SL, Trichoderma harzianum SL grade, agriculture input, Morbeez",TRUE,Size,500 ml,biofungus-tricho-sl-500ml,283,100,BioFungus Tricho SL,"BioFungus Tricho SL is a professionally formulated Trichoderma harzianum SL grade agriculture input designed for Indian field, vegetable, and plantation production systems. This bio pesticides supports specialized Trichoderma harzianum field program while helping improve root growth, enhance flowering, and increase yie"
biofungus-tricho-sl,,,,,,,Size,1 L,biofungus-tricho-sl-1l,488,100,,
biofungus-tricho-sl,,,,,,,Size,5 L,biofungus-tricho-sl-5l,2025,100,,
biofungus-tricho-sl,,,,,,,Size,10 L,biofungus-tricho-sl-10l,3782,100,,
biofungus-tricho-sl,,,,,,,Size,25 L,biofungus-tricho-sl-25l,8394,100,,
biofungus-tricho-od,BioFungus Tricho OD,"<p>BioFungus Tricho OD is a professionally formulated Trichoderma harzianum OD grade agriculture input designed for Indian field, vegetable, and plantation production systems. This bio pesticides supports specialized Trichoderma harzianum field program while helping improve root growth, enhance flowering, and increase yield under heat. Farmers use BioFungus Tricho OD in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>professional grade</li><li>field proven</li><li>dealer ready</li><li>clear dosage</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, soil application, drip irrigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water or 2–4 kg/acre soil</p>",Morbeez,Bio Pesticides,"BioFungus Tricho OD, Trichoderma harzianum OD grade, agriculture input, Morbeez",TRUE,Size,500 ml,biofungus-tricho-od-500ml,290,100,BioFungus Tricho OD,"BioFungus Tricho OD is a professionally formulated Trichoderma harzianum OD grade agriculture input designed for Indian field, vegetable, and plantation production systems. This bio pesticides supports specialized Trichoderma harzianum field program while helping improve root growth, enhance flowering, and increase yie"
biofungus-tricho-od,,,,,,,Size,1 L,biofungus-tricho-od-1l,500,100,,
biofungus-tricho-od,,,,,,,Size,5 L,biofungus-tricho-od-5l,2075,100,,
biofungus-tricho-od,,,,,,,Size,10 L,biofungus-tricho-od-10l,3875,100,,
biofungus-tricho-od,,,,,,,Size,25 L,biofungus-tricho-od-25l,8600,100,,
azospirillum-crop-liquid,Azospirillum Crop Liquid,"<p>Azospirillum Crop Liquid is a professionally formulated Azospirillum brasilense agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports specialized Azospirillum field program while helping improve root growth, enhance flowering, and increase yield under salinity. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>professional grade</li><li>field proven</li><li>dealer ready</li><li>clear dosage</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, soil application, drip irrigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water or 2–4 kg/acre soil</p>",Morbeez,Bio Fertilizers,"Azospirillum Crop Liquid, Azospirillum brasilense, agriculture input, Morbeez",TRUE,Size,500 ml,azospirillum-crop-liquid-500ml,267,100,Azospirillum Crop Liquid,"Azospirillum Crop Liquid is a professionally formulated Azospirillum brasilense agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports specialized Azospirillum field program while helping improve root growth, enhance flowering, and increase yield under s"
azospirillum-crop-liquid,,,,,,,Size,1 L,azospirillum-crop-liquid-1l,460,100,,
azospirillum-crop-liquid,,,,,,,Size,5 L,azospirillum-crop-liquid-5l,1909,100,,
azospirillum-crop-liquid,,,,,,,Size,10 L,azospirillum-crop-liquid-10l,3565,100,,
azospirillum-crop-liquid,,,,,,,Size,25 L,azospirillum-crop-liquid-25l,7912,100,,
azospirillum-crop-granular,Azospirillum Crop Granular,"<p>Azospirillum Crop Granular is a professionally formulated Azospirillum brasilense agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports specialized Azospirillum field program while helping improve root growth, enhance flowering, and increase yield under waterlogging recovery. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Farmers use Azospirillum Crop Granular in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>professional grade</li><li>field proven</li><li>dealer ready</li><li>clear dosage</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, soil application, drip irrigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water or 2–4 kg/acre soil</p>",Morbeez,Bio Fertilizers,"Azospirillum Crop Granular, Azospirillum brasilense, agriculture input, Morbeez",TRUE,Size,500 g,azospirillum-crop-granular-500g,256,100,Azospirillum Crop Granular,"Azospirillum Crop Granular is a professionally formulated Azospirillum brasilense agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports specialized Azospirillum field program while helping improve root growth, enhance flowering, and increase yield under"
azospirillum-crop-granular,,,,,,,Size,1 kg,azospirillum-crop-granular-1kg,442,100,,
azospirillum-crop-granular,,,,,,,Size,5 kg,azospirillum-crop-granular-5kg,1833,100,,
azospirillum-crop-granular,,,,,,,Size,10 kg,azospirillum-crop-granular-10kg,3422,100,,
azospirillum-crop-granular,,,,,,,Size,25 kg,azospirillum-crop-granular-25kg,7596,100,,
azospirillum-crop-powder,Azospirillum Crop Powder,"<p>Azospirillum Crop Powder is a professionally formulated Azospirillum brasilense agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports specialized Azospirillum field program while helping improve root growth, enhance flowering, and increase yield under monsoon stress. Suitable for drip and foliar application, it improves nutrient uptake, supports crop vigor, and integrates with biofertilizer programs when tank-mix compatibility is confirmed. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>professional grade</li><li>field proven</li><li>dealer ready</li><li>clear dosage</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, soil application, drip irrigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water or 2–4 kg/acre soil</p>",Morbeez,Bio Fertilizers,"Azospirillum Crop Powder, Azospirillum brasilense, agriculture input, Morbeez",TRUE,Size,500 g,azospirillum-crop-powder-500g,255,100,Azospirillum Crop Powder,"Azospirillum Crop Powder is a professionally formulated Azospirillum brasilense agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports specialized Azospirillum field program while helping improve root growth, enhance flowering, and increase yield under m"
azospirillum-crop-powder,,,,,,,Size,1 kg,azospirillum-crop-powder-1kg,440,100,,
azospirillum-crop-powder,,,,,,,Size,5 kg,azospirillum-crop-powder-5kg,1826,100,,
azospirillum-crop-powder,,,,,,,Size,10 kg,azospirillum-crop-powder-10kg,3410,100,,
azospirillum-crop-powder,,,,,,,Size,25 kg,azospirillum-crop-powder-25kg,7568,100,,
gingerstage-early-feed,GingerStage Early Feed,"<p>GingerStage Early Feed is a professionally formulated Stage Early ginger nutrition agriculture input designed for Indian field, vegetable, and plantation production systems. This crop special products supports specialized Ginger Special field program while helping improve root growth, enhance flowering, and increase yield under drought. Farmers use GingerStage Early Feed in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>professional grade</li><li>field proven</li><li>dealer ready</li><li>clear dosage</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, soil application, drip irrigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water or 2–4 kg/acre soil</p>",Morbeez,Crop Special Products,"GingerStage Early Feed, Stage Early ginger nutrition, agriculture input, Morbeez",TRUE,Size,500 ml,gingerstage-early-feed-500ml,406,100,GingerStage Early Feed,"GingerStage Early Feed is a professionally formulated Stage Early ginger nutrition agriculture input designed for Indian field, vegetable, and plantation production systems. This crop special products supports specialized Ginger Special field program while helping improve root growth, enhance flowering, and increase yi"
gingerstage-early-feed,,,,,,,Size,1 L,gingerstage-early-feed-1l,700,100,,
gingerstage-early-feed,,,,,,,Size,5 L,gingerstage-early-feed-5l,2905,100,,
gingerstage-early-feed,,,,,,,Size,10 L,gingerstage-early-feed-10l,5425,100,,
gingerstage-early-feed,,,,,,,Size,25 L,gingerstage-early-feed-25l,12040,100,,
gingerstage-mid-feed,GingerStage Mid Feed,"<p>GingerStage Mid Feed is a professionally formulated Stage Mid ginger nutrition agriculture input designed for Indian field, vegetable, and plantation production systems. This crop special products supports specialized Ginger Special field program while helping improve root growth, enhance flowering, and increase yield under heat. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Farmers use GingerStage Mid Feed in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>professional grade</li><li>field proven</li><li>dealer ready</li><li>clear dosage</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, soil application, drip irrigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water or 2–4 kg/acre soil</p>",Morbeez,Crop Special Products,"GingerStage Mid Feed, Stage Mid ginger nutrition, agriculture input, Morbeez",TRUE,Size,500 ml,gingerstage-mid-feed-500ml,423,100,GingerStage Mid Feed,"GingerStage Mid Feed is a professionally formulated Stage Mid ginger nutrition agriculture input designed for Indian field, vegetable, and plantation production systems. This crop special products supports specialized Ginger Special field program while helping improve root growth, enhance flowering, and increase yield "
